"ID";"Nationality";"Periods";"TotalResidencePermitsAsylum_1";"RefugeeStatusBeneficiaryStatus_2";"HumanitarianReasons_3";"TotalOrdinaryResidencePermit_4";"TotalFamilyReunificationFormation_5";"HusbandWife_6";"ChildUnder18_7";"OtherFamilyReunification_8";"Study_9";"TotalLabour_10";"HighlySkilledMigrantBlueCardHolder_11";"Researcher_12";"OtherLabour_13";"VictimOfHumanTrade_14";"OtherOrdinary_15";"SinglePermitGVVA_16"
"477";"NAT9349  ";"2017JJ00";"       0";"       0";"       0";"    1655";"     605";"     375";"     215";"      20";"     815";"     185";"      45";"      75";"      65";"       0";"      45";""
"478";"NAT9349  ";"2018JJ00";"       0";"       0";"       0";"    1755";"     615";"     395";"     175";"      45";"     890";"     205";"      40";"      65";"      95";"       0";"      50";""
"479";"NAT9349  ";"2019JJ00";"       0";"       0";"       0";"    1880";"     675";"     375";"     220";"      80";"     860";"     230";"      55";"      95";"      80";"       0";"     110";""
"480";"NAT9349  ";"2020JJ00";"       0";"       0";"       0";"    1360";"     510";"     300";"     150";"      60";"     625";"     145";"      30";"      70";"      45";"       0";"      80";""
"481";"NAT9350  ";"2008JJ00";"    2305";"       0";"       0";"     700";"     200";"     125";"      65";"      10";"      10";"      10";"       5";"       0";"       0";"       0";"     485";""
"482";"NAT9350  ";"2009JJ00";"    1895";"    1230";"     665";"     350";"     225";"     140";"      60";"      25";"      10";"       0";"       0";"       0";"       0";"       0";"     120";""
"483";"NAT9350  ";"2010JJ00";"    1445";"    1045";"     400";"     270";"     230";"     120";"      90";"      20";"       0";"       5";"       5";"       0";"       0";"       0";"      35";""
"484";"NAT9350  ";"2011JJ00";"    1400";"    1100";"     305";"     325";"     275";"     140";"     110";"      20";"      10";"      15";"      10";"       5";"       0";"       5";"      25";""
"485";"NAT9350  ";"2012JJ00";"    1260";"     885";"     375";"     305";"     260";"     110";"     115";"      35";"       5";"       5";"       0";"       5";"       0";"       0";"      35";""
"486";"NAT9350  ";"2013JJ00";"     890";"     385";"     505";"     460";"     375";"      85";"     170";"     120";"       5";"      10";"       0";"       5";"       5";"       0";"      75";""
"487";"NAT9350  ";"2014JJ00";"     645";"     340";"     300";"     350";"     250";"      90";"     120";"      40";"       5";"      15";"       5";"      10";"       0";"       0";"      85";""
"488";"NAT9350  ";"2015JJ00";"     495";"     265";"     230";"     255";"     215";"      75";"     100";"      40";"       5";"       5";"       0";"       0";"       0";"       0";"      30";""
"489";"NAT9350  ";"2016JJ00";"    1225";"    1040";"     185";"     290";"     225";"      85";"      80";"      60";"      10";"      10";"       0";"       0";"       5";"       0";"      45";""
"490";"NAT9350  ";"2017JJ00";"    1195";"     665";"     530";"     510";"     425";"      95";"      85";"     245";"       5";"      10";"       5";"       0";"       0";"       5";"      70";""
"491";"NAT9350  ";"2018JJ00";"     405";"     170";"     235";"     615";"     515";"     125";"     105";"     285";"      15";"      15";"       5";"       0";"       5";"       0";"      75";""
"492";"NAT9350  ";"2019JJ00";"     285";"     170";"     120";"     690";"     430";"     105";"     105";"     225";"      15";"      15";"       5";"       0";"      10";"       0";"     230";""
"493";"NAT9350  ";"2020JJ00";"     400";"     255";"     145";"     475";"     410";"      95";"      85";"     230";"       5";"       5";"       5";"       0";"       0";"       0";"      50";""
"494";"NAT9351  ";"2008JJ00";"     190";"       0";"       0";"     990";"     275";"     190";"      70";"      15";"     150";"     210";"     135";"      50";"      25";"       0";"     360";""
"495";"NAT9351  ";"2009JJ00";"     255";"     170";"      85";"     700";"     280";"     195";"      65";"      20";"     195";"     190";"      80";"      95";"      15";"       0";"      40";""
"496";"NAT9351  ";"2010JJ00";"     455";"     325";"     130";"     680";"     270";"     185";"      65";"      20";"     205";"     180";"      60";"     115";"       5";"       0";"      25";""
"497";"NAT9351  ";"2011JJ00";"     605";"     410";"     200";"     835";"     340";"     235";"      90";"      15";"     240";"     240";"      95";"     140";"       5";"       0";"      15";""
"498";"NAT9351  ";"2012JJ00";"     585";"     390";"     195";"     575";"     270";"     170";"      70";"      30";"     135";"     160";"      55";"      95";"      10";"       0";"      10";""
"499";"NAT9351  ";"2013JJ00";"     735";"     540";"     195";"     650";"     320";"     215";"      80";"      25";"     115";"     195";"      70";"     120";"       5";"       0";"      15";""
"500";"NAT9351  ";"2014JJ00";"     405";"     280";"     125";"     605";"     265";"     185";"      70";"      10";"     110";"     205";"      45";"     150";"       5";"       0";"      25";""
"501";"NAT9351  ";"2015JJ00";"     395";"     300";"      95";"     625";"     290";"     200";"      80";"      10";"     105";"     200";"      60";"     130";"      10";"       0";"      25";""
"502";"NAT9351  ";"2016JJ00";"     555";"     445";"     110";"     780";"     340";"     240";"      95";"      10";"     140";"     275";"     100";"     170";"      10";"       0";"      25";""
"503";"NAT9351  ";"2017JJ00";"     980";"     740";"     240";"    1015";"     425";"     285";"     120";"      20";"     185";"     385";"     100";"     270";"      15";"       0";"      20";""
"504";"NAT9351  ";"2018JJ00";"     570";"     365";"     210";"    1265";"     485";"     320";"     135";"      30";"     220";"     520";"     175";"     310";"      35";"       0";"      40";""
"505";"NAT9351  ";"2019JJ00";"     525";"     350";"     175";"    1470";"     640";"     410";"     190";"      45";"     220";"     545";"     200";"     285";"      60";"       0";"      60";""
"506";"NAT9351  ";"2020JJ00";"     540";"     370";"     170";"    1275";"     545";"     365";"     150";"      30";"     265";"     415";"     130";"     220";"      60";"       0";"      45";""
"507";"NAT9352  ";"2008JJ00";"       0";"       0";"       0";"     340";"     160";"      55";"      45";"      60";"      45";"     120";"      65";"       5";"      50";"       0";"      15";""
"508";"NAT9352  ";"2009JJ00";"       0";"       0";"       0";"     280";"     135";"      65";"      40";"      25";"      45";"      85";"      60";"       5";"      20";"       0";"      15";""
"509";"NAT9352  ";"2010JJ00";"       0";"       0";"       0";"     225";"     100";"      35";"      35";"      30";"      55";"      65";"      40";"       5";"      20";"       0";"       5";""
"510";"NAT9352  ";"2011JJ00";"       0";"       0";"       0";"     255";"     120";"      45";"      45";"      35";"      50";"      75";"      40";"      10";"      25";"       0";"      10";""
"511";"NAT9352  ";"2012JJ00";"       0";"       0";"       0";"     265";"     145";"      55";"      55";"      35";"      45";"      65";"      45";"      10";"      10";"       0";"      10";""
"512";"NAT9352  ";"2013JJ00";"       0";"       0";"       0";"     295";"     160";"      55";"      95";"      10";"      45";"      65";"      45";"       5";"      15";"       0";"      25";""
"513";"NAT9352  ";"2014JJ00";"       0";"       0";"       0";"     325";"     160";"      65";"      80";"      15";"      50";"      90";"      60";"      10";"      20";"       0";"      25";""
"514";"NAT9352  ";"2015JJ00";"       0";"       0";"       0";"     355";"     155";"      65";"      75";"      15";"      45";"     105";"      65";"      15";"      25";"       0";"      55";""
"515";"NAT9352  ";"2016JJ00";"       0";"       0";"       0";"     345";"     140";"      55";"      55";"      25";"      45";"     105";"      65";"      15";"      25";"       0";"      55";""
"516";"NAT9352  ";"2017JJ00";"       0";"       0";"       0";"     355";"     145";"      60";"      70";"      20";"      45";"     110";"      65";"      20";"      25";"       0";"      50";""
"517";"NAT9352  ";"2018JJ00";"       0";"       0";"       0";"     430";"     195";"      80";"     100";"      20";"      70";"     115";"      90";"      10";"      15";"       0";"      55";""
"518";"NAT9352  ";"2019JJ00";"       0";"       0";"       0";"     475";"     190";"      65";"      90";"      35";"      70";"     125";"      80";"      10";"      35";"       0";"      85";""
"519";"NAT9352  ";"2020JJ00";"       0";"       0";"       0";"     310";"     110";"      40";"      55";"      20";"      50";"      75";"      50";"      15";"      10";"       0";"      70";""
"520";"NAT9354  ";"2008JJ00";"      55";"       0";"       0";"      50";"      15";"       5";"      10";"       0";"       5";"      10";"       5";"       0";"       5";"       0";"      25";""
"521";"NAT9354  ";"2009JJ00";"      75";"      30";"      45";"      35";"      30";"       5";"      25";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"522";"NAT9354  ";"2010JJ00";"      70";"      20";"      50";"      25";"      15";"       5";"      10";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"523";"NAT9354  ";"2011JJ00";"      25";"      15";"      10";"      20";"      15";"       5";"      10";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       5";""
"524";"NAT9354  ";"2012JJ00";"      40";"      15";"      25";"      35";"      20";"       5";"      15";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       5";""
"525";"NAT9354  ";"2013JJ00";"      50";"      15";"      35";"      70";"      35";"       5";"      15";"      15";"       5";"       5";"       5";"       0";"       0";"       0";"      25";""
"526";"NAT9354  ";"2014JJ00";"      30";"       5";"      20";"      35";"      20";"      10";"      10";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"527";"NAT9354  ";"2015JJ00";"       5";"       5";"       0";"      40";"      25";"      10";"      15";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"528";"NAT9354  ";"2016JJ00";"       5";"       0";"       0";"      20";"      10";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";""
"529";"NAT9354  ";"2017JJ00";"      10";"       5";"       0";"      45";"      25";"       0";"      15";"      10";"       5";"       5";"       0";"       0";"       0";"       5";"      10";""
"530";"NAT9354  ";"2018JJ00";"       5";"       0";"       5";"      40";"      30";"       5";"       5";"      20";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"531";"NAT9354  ";"2019JJ00";"       5";"       5";"       0";"      70";"      25";"       5";"      10";"      10";"      10";"       5";"       0";"       0";"       0";"       0";"      30";""
"532";"NAT9354  ";"2020JJ00";"       5";"       5";"       0";"      30";"      15";"       0";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       5";"      10";""
"533";"NAT9356  ";"2008JJ00";"       0";"       0";"       0";"    1420";"     690";"     340";"     320";"      30";"     130";"     590";"     315";"      30";"     245";"       0";"      10";""
"534";"NAT9356  ";"2009JJ00";"       0";"       0";"       0";"    1240";"     635";"     320";"     295";"      20";"     120";"     470";"     315";"      30";"     125";"       0";"      15";""
"535";"NAT9356  ";"2010JJ00";"       0";"       0";"       0";"    1110";"     540";"     255";"     260";"      20";"     105";"     450";"     305";"      50";"      95";"       0";"      15";""
"536";"NAT9356  ";"2011JJ00";"       0";"       0";"       0";"    1185";"     540";"     270";"     240";"      25";"     120";"     510";"     360";"      60";"      95";"       0";"      15";""
"537";"NAT9356  ";"2012JJ00";"       0";"       0";"       0";"    1255";"     540";"     250";"     260";"      30";"     145";"     555";"     410";"      50";"      95";"       0";"      15";""
"538";"NAT9356  ";"2013JJ00";"       0";"       0";"       0";"    1250";"     530";"     260";"     270";"       5";"     140";"     550";"     365";"      70";"     110";"       0";"      30";""
